feature,threshold,operator,pass_count,fail_count,winner_ratio_pass_pct,loser_ratio_pass_pct,winner_ratio_fail_pct,loser_ratio_fail_pct,precision,recall,f1,lift,odds_ratio,avg_return_2h_pass,avg_return_2h_fail,avg_return_4h_pass,avg_return_4h_fail,win_rate_pass_pct,expected_return_lift_2h,direction
15m_current_close_position,0.9,gte,191,706,17.28,19.9,20.68,79.32,0.1728,0.1844,0.1784,0.8658,3.3309,5.2933,5.039,5.6629,5.3264,52.36,0.2544,long
15m_current_close_position,0.92,gte,153,744,16.99,16.99,20.56,79.44,0.1699,0.1453,0.1566,0.8516,3.8627,5.5142,5.0065,6.1215,5.2492,53.59,0.5077,long
15m_current_close_position,0.94,gte,107,790,17.76,18.69,20.25,79.75,0.1776,0.1061,0.1329,0.8898,3.7406,5.7574,5.0032,6.3281,5.272,52.34,0.7542,long
15m_current_close_position,0.96,gte,71,826,16.9,21.13,20.22,79.78,0.169,0.067,0.096,0.847,3.1569,5.3089,5.0746,6.0266,5.344,50.7,0.2343,long
15m_current_close_position,0.98,gte,35,862,14.29,22.86,20.19,79.81,0.1429,0.0279,0.0467,0.7159,2.4713,4.1135,5.1329,6.1323,5.3682,48.57,-1.0194,long
15m_current_close_position,1.0,gte,17,880,11.76,35.29,20.11,79.89,0.1176,0.0112,0.0204,0.5895,1.3239,2.7921,5.1376,4.0088,5.4249,29.41,-2.3454,long
15m_current_close_position,0.0,lte,1,896,0.0,100.0,19.98,80.02,0.0,0.0,0.0,0.0,0.0,-0.2745,5.0991,-0.366,5.4045,0.0,-5.3736,long
15m_current_close_position,0.02,lte,2,895,0.0,50.0,20.0,80.0,0.0,0.0,0.0,0.0,0.0,1.5048,5.1012,0.3348,5.4093,50.0,-3.5963,long
15m_current_close_position,0.04,lte,3,894,0.0,33.33,20.02,79.98,0.0,0.0,0.0,0.0,0.0,1.9774,5.1036,1.4241,5.4114,33.33,-3.1262,long
15m_current_close_position,0.06,lte,11,886,27.27,18.18,19.86,80.14,0.2727,0.0168,0.0316,1.3667,6.0511,5.7863,5.0845,5.355,5.3986,45.45,0.7018,long
15m_current_close_position,0.08,lte,13,884,23.08,15.38,19.91,80.09,0.2308,0.0168,0.0312,1.1564,6.0341,5.5022,5.0871,5.0434,5.4032,53.85,0.4151,long
15m_current_close_position,0.1,lte,16,881,18.75,12.5,19.98,80.02,0.1875,0.0168,0.0308,0.9396,6.0085,5.3696,5.0881,4.9005,5.4071,62.5,0.2814,long
15m_current_close_position,0.12,lte,18,879,16.67,11.11,20.02,79.98,0.1667,0.0168,0.0305,0.8352,5.9915,4.9872,5.0953,4.2408,5.4217,55.56,-0.1081,long
15m_current_close_position,0.14,lte,23,874,26.09,8.7,19.79,80.21,0.2609,0.0335,0.0594,1.3073,12.1561,7.4853,5.0302,4.7919,5.414,60.87,2.4551,long
15m_current_close_position,0.16,lte,32,865,31.25,6.25,19.54,80.46,0.3125,0.0559,0.0948,1.566,20.5917,8.0869,4.9824,6.3907,5.3613,65.62,3.1045,long
15m_current_close_position,0.18,lte,37,860,32.43,8.11,19.42,80.58,0.3243,0.067,0.1111,1.6252,16.5988,7.7855,4.9773,6.5824,5.3471,64.86,2.8082,long
15m_current_close_position,0.2,lte,41,856,34.15,9.76,19.28,80.72,0.3415,0.0782,0.1273,1.7111,14.6576,7.56,4.975,6.1947,5.3599,63.41,2.585,long
15m_current_close_position,0.22,lte,44,853,36.36,11.36,19.11,80.89,0.3636,0.0894,0.1435,1.8222,13.546,7.6994,4.9587,6.4474,5.3439,63.64,2.7407,long
15m_current_close_position,0.24,lte,50,847,36.0,14.0,19.01,80.99,0.36,0.1006,0.1572,1.804,10.9565,7.4145,4.9561,7.2791,5.287,62.0,2.4584,long
15m_current_close_position,0.26,lte,53,844,33.96,13.21,19.08,80.92,0.3396,0.1006,0.1552,1.7019,10.9086,7.3187,4.9534,7.0742,5.2928,64.15,2.3653,long
15m_current_close_position,0.28,lte,62,835,30.65,19.35,19.16,80.84,0.3065,0.1061,0.1577,1.5357,6.6797,6.4971,4.9889,6.3702,5.3258,59.68,1.5082,long
15m_current_close_position,0.3,lte,70,827,31.43,22.86,18.98,81.02,0.3143,0.1229,0.1767,1.5749,5.8678,6.3712,4.985,6.7011,5.2877,58.57,1.3863,long
15m_current_close_position,0.32,lte,77,820,29.87,23.38,19.02,80.98,0.2987,0.1285,0.1797,1.4968,5.4387,6.0612,5.0022,6.3445,5.3091,55.84,1.0589,long
15m_current_close_position,0.34,lte,85,812,28.24,24.71,19.09,80.91,0.2824,0.1341,0.1818,1.4149,4.8442,5.6939,5.0302,6.0773,5.3269,55.29,0.6637,long
15m_current_close_position,0.36,lte,98,799,26.53,23.47,19.15,80.85,0.2653,0.1453,0.1877,1.3295,4.7729,5.5511,5.037,6.058,5.3171,55.1,0.5142,long
15m_current_close_position,0.38,lte,105,792,24.76,25.71,19.32,80.68,0.2476,0.1453,0.1831,1.2409,4.0218,5.2048,5.0783,5.5868,5.373,52.38,0.1265,long
15m_current_close_position,0.4,lte,113,784,23.89,24.78,19.39,80.61,0.2389,0.1508,0.1849,1.1974,4.0094,5.1372,5.0868,5.4044,5.3971,53.98,0.0504,long
15m_current_close_position,0.42,lte,125,772,24.8,23.2,19.17,80.83,0.248,0.1732,0.2039,1.2428,4.507,5.1719,5.0804,5.7059,5.3482,54.4,0.0916,long
15m_current_close_position,0.44,lte,136,761,25.74,21.32,18.92,81.08,0.2574,0.1955,0.2222,1.2896,5.1712,5.3016,5.0559,5.6952,5.3449,55.88,0.2457,long
15m_current_close_position,0.46,lte,143,754,25.17,20.98,18.97,81.03,0.2517,0.2011,0.2236,1.2616,5.1273,5.0548,5.1004,5.4878,5.381,55.24,-0.0456,long
15m_current_close_position,0.48,lte,157,740,24.2,21.02,19.05,80.95,0.242,0.2123,0.2262,1.2129,4.8919,4.9979,5.1133,5.6029,5.3546,56.05,-0.1154,long
15m_current_close_position,0.5,lte,165,732,24.85,21.21,18.85,81.15,0.2485,0.2291,0.2384,1.2452,5.0422,5.0673,5.0989,5.7738,5.3133,55.76,-0.0316,long
15m_current_close_position,0.52,lte,171,726,24.56,22.22,18.87,81.13,0.2456,0.2346,0.24,1.2308,4.7518,5.0139,5.1118,5.3972,5.3982,55.56,-0.0979,long
15m_current_close_position,0.54,lte,178,719,25.28,21.91,18.64,81.36,0.2528,0.2514,0.2521,1.2669,5.0373,5.1641,5.0756,5.5278,5.3659,55.62,0.0886,long
15m_current_close_position,0.56,lte,194,703,23.71,21.65,18.92,81.08,0.2371,0.257,0.2466,1.1882,4.6939,5.0449,5.1064,5.2673,5.4341,55.67,-0.0615,long
15m_current_close_position,0.58,lte,209,688,23.44,22.01,18.9,81.1,0.2344,0.2737,0.2526,1.1749,4.5722,4.946,5.1378,5.2279,5.4497,55.5,-0.1919,long
15m_current_close_position,0.6,lte,226,671,23.45,23.01,18.78,81.22,0.2345,0.2961,0.2617,1.1752,4.4086,4.8919,5.1609,5.1439,5.4836,55.31,-0.2691,long
15m_current_close_position,0.62,lte,248,649,22.98,21.37,18.8,81.2,0.2298,0.3184,0.267,1.1518,4.6457,4.9099,5.1631,5.1066,5.5094,54.03,-0.2532,long
15m_current_close_position,0.64,lte,271,626,21.77,21.4,19.17,80.83,0.2177,0.3296,0.2622,1.091,4.2894,4.7762,5.2304,4.9447,5.5942,53.87,-0.4542,long
15m_current_close_position,0.66,lte,293,604,21.5,20.14,19.21,80.79,0.215,0.352,0.2669,1.0775,4.4921,4.7815,5.2443,4.8672,5.6555,53.24,-0.4628,long
15m_current_close_position,0.68,lte,318,579,20.44,20.44,19.69,80.31,0.2044,0.3631,0.2616,1.0243,4.0789,4.8233,5.2413,5.0294,5.6005,54.09,-0.4181,long
15m_current_close_position,0.7,lte,351,546,20.23,20.51,19.78,80.22,0.2023,0.3966,0.2679,1.0137,3.9992,4.9203,5.2043,5.1902,5.5316,54.7,-0.284,long
15m_current_close_position,0.72,lte,379,518,20.58,20.84,19.5,80.5,0.2058,0.4358,0.2796,1.0313,4.0765,4.9984,5.1624,5.3892,5.4044,55.67,-0.164,long
15m_current_close_position,0.74,lte,416,481,19.95,20.67,19.96,80.04,0.1995,0.4637,0.279,0.9998,3.8705,4.952,5.2152,5.2283,5.5448,55.05,-0.2633,long
15m_current_close_position,0.76,lte,445,452,19.55,21.57,20.35,79.65,0.1955,0.486,0.2788,0.9797,3.5462,4.84,5.3423,5.2076,5.5855,55.06,-0.5023,long
15m_current_close_position,0.78,lte,475,422,20.21,21.05,19.67,80.33,0.2021,0.5363,0.2936,1.0128,3.921,4.8692,5.3452,5.2039,5.6166,55.16,-0.4761,long
15m_current_close_position,0.8,lte,506,391,20.36,20.75,19.44,80.56,0.2036,0.5754,0.3007,1.0201,4.0658,4.9121,5.3274,5.1806,5.6793,55.53,-0.4153,long
15m_current_close_position,0.82,lte,544,353,20.04,20.77,19.83,80.17,0.2004,0.6089,0.3015,1.0041,3.8997,4.9023,5.3872,5.1865,5.724,55.7,-0.4849,long
15m_current_close_position,0.84,lte,578,319,20.42,20.42,19.12,80.88,0.2042,0.6592,0.3118,1.023,4.2295,5.0038,5.255,5.2933,5.5877,56.23,-0.2512,long
15m_current_close_position,0.86,lte,624,273,20.83,20.19,17.95,82.05,0.2083,0.7263,0.3238,1.044,4.7166,5.0566,5.1768,5.3233,5.5688,56.73,-0.1202,long
15m_current_close_position,0.88,lte,664,233,20.48,20.18,18.45,81.55,0.2048,0.7598,0.3227,1.0264,4.4846,5.0556,5.2001,5.3145,5.6362,57.08,-0.1445,long
15m_current_close_position,0.9,lte,708,189,20.62,20.2,17.46,82.54,0.2062,0.8156,0.3292,1.0334,4.8264,5.0255,5.3466,5.3056,5.7441,57.2,-0.3211,long
15m_current_close_position,0.92,lte,744,153,20.56,20.56,16.99,83.01,0.2056,0.8547,0.3315,1.0305,4.8846,5.0065,5.5142,5.2492,6.1215,56.85,-0.5077,long
15m_current_close_position,0.94,lte,790,107,20.25,20.13,17.76,82.24,0.2025,0.8939,0.3302,1.0149,4.6607,5.0032,5.7574,5.272,6.3281,56.84,-0.7542,long
15m_current_close_position,0.96,lte,826,71,20.22,19.85,16.9,83.1,0.2022,0.933,0.3323,1.0132,5.0066,5.0746,5.3089,5.344,6.0266,56.78,-0.2343,long
15m_current_close_position,0.98,lte,862,35,20.19,19.84,14.29,85.71,0.2019,0.9721,0.3343,1.0115,6.1053,5.1329,4.1135,5.3682,6.1323,56.61,1.0194,long
15m_current_close_position,1.0,lte,897,0,19.96,19.96,0.0,0.0,0.1996,1.0,0.3327,1.0,100.0,5.0931,0.0,5.398,0.0,56.3,5.0931,long
15m_current_compression,0.0,gte,897,0,19.96,19.96,0.0,0.0,0.1996,1.0,0.3327,1.0,100.0,5.0931,0.0,5.398,0.0,56.3,5.0931,long
15m_current_compression,1.9,gte,307,590,11.4,22.15,24.41,75.59,0.114,0.1955,0.144,0.5713,1.5942,3.5909,5.8748,3.7488,6.2562,43.0,-2.2838,long
15m_current_compression,3.8,gte,215,682,10.7,22.33,22.87,77.13,0.107,0.1285,0.1168,0.5361,1.6157,3.4702,5.6048,3.2062,6.089,42.33,-2.1346,long
15m_current_compression,5.7,gte,168,729,10.71,21.43,22.09,77.91,0.1071,0.1006,0.1037,0.5369,1.764,3.5216,5.4553,3.2074,5.9029,40.48,-1.9337,long
15m_current_compression,7.6,gte,133,764,12.03,19.55,21.34,78.66,0.1203,0.0894,0.1026,0.6028,2.269,3.7562,5.3259,3.5156,5.7257,42.11,-1.5696,long
15m_current_compression,9.5,gte,118,779,11.86,21.19,21.18,78.82,0.1186,0.0782,0.0943,0.5945,2.0839,3.7283,5.2999,3.6439,5.6637,39.83,-1.5715,long
15m_current_compression,11.4,gte,103,794,11.65,19.42,21.03,78.97,0.1165,0.067,0.0851,0.5838,2.2527,3.4599,5.305,3.6564,5.6239,39.81,-1.8451,long
15m_current_compression,13.3,gte,92,805,10.87,19.57,20.99,79.01,0.1087,0.0559,0.0738,0.5447,2.0907,3.3237,5.2954,3.4593,5.6196,39.13,-1.9717,long
15m_current_compression,15.2,gte,89,808,10.11,20.22,21.04,78.96,0.1011,0.0503,0.0672,0.5067,1.8765,3.2421,5.297,3.3318,5.6256,39.33,-2.0549,long
15m_current_compression,17.1,gte,81,816,9.88,20.99,20.96,79.04,0.0988,0.0447,0.0615,0.4949,1.775,3.2326,5.2778,3.5164,5.5848,37.04,-2.0452,long
15m_current_compression,19.0,gte,78,819,8.97,21.79,21.0,79.0,0.0897,0.0391,0.0545,0.4497,1.5489,3.1658,5.2767,3.392,5.5891,35.9,-2.1109,long
15m_current_compression,0.0,lte,488,409,27.87,17.83,10.51,89.49,0.2787,0.7598,0.4078,1.3966,13.3055,6.4189,3.5113,6.7391,3.7979,65.57,2.9077,long
15m_current_compression,1.9,lte,590,307,24.41,18.81,11.4,88.6,0.2441,0.8045,0.3745,1.2231,10.0819,5.8748,3.5909,6.2562,3.7488,63.22,2.2838,long
15m_current_compression,3.8,lte,682,215,22.87,19.21,10.7,89.3,0.2287,0.8715,0.3624,1.1463,9.9409,5.6048,3.4702,6.089,3.2062,60.7,2.1346,long
15m_current_compression,5.7,lte,729,168,22.09,19.62,10.71,89.29,0.2209,0.8994,0.3546,1.1067,9.3823,5.4553,3.5216,5.9029,3.2074,59.95,1.9337,long
15m_current_compression,7.6,lte,764,133,21.34,20.03,12.03,87.97,0.2134,0.9106,0.3457,1.0691,7.7904,5.3259,3.7562,5.7257,3.5156,58.77,1.5696,long
15m_current_compression,9.5,lte,779,118,21.18,19.77,11.86,88.14,0.2118,0.9218,0.3445,1.0614,7.9592,5.2999,3.7283,5.6637,3.6439,58.79,1.5715,long
15m_current_compression,11.4,lte,794,103,21.03,20.03,11.65,88.35,0.2103,0.933,0.3433,1.054,7.9649,5.305,3.4599,5.6239,3.6564,58.44,1.8451,long
15m_current_compression,13.3,lte,805,92,20.99,20.0,10.87,89.13,0.2099,0.9441,0.3435,1.052,8.6075,5.2954,3.3237,5.6196,3.4593,58.26,1.9717,long
15m_current_compression,15.2,lte,808,89,21.04,19.93,10.11,89.89,0.2104,0.9497,0.3445,1.0543,9.3858,5.297,3.2421,5.6256,3.3318,58.17,2.0549,long
15m_current_compression,17.1,lte,816,81,20.96,19.85,9.88,90.12,0.2096,0.9553,0.3437,1.0501,9.6319,5.2778,3.2326,5.5848,3.5164,58.21,2.0452,long
15m_current_compression,19.0,lte,897,0,19.96,19.96,0.0,0.0,0.1996,1.0,0.3327,1.0,100.0,5.0931,0.0,5.398,0.0,56.3,5.0931,long
15m_current_ma20_distance_pct,-11.1149,gte,897,0,19.96,19.96,0.0,0.0,0.1996,1.0,0.3327,1.0,100.0,5.0931,0.0,5.398,0.0,56.3,5.0931,long
15m_current_ma20_distance_pct,-10.077688,gte,895,2,20.0,19.89,0.0,100.0,0.2,1.0,0.3333,1.0022,0.0,5.1023,0.998,5.4189,-3.9522,56.31,4.1043,long
15m_current_ma20_distance_pct,-9.040476,gte,890,7,19.89,20.0,28.57,71.43,0.1989,0.9888,0.3312,0.9966,2.486,5.0934,5.0537,5.4236,2.1458,56.29,0.0397,long
15m_current_ma20_distance_pct,-8.003264,gte,887,10,19.95,20.07,20.0,80.0,0.1995,0.9888,0.3321,1.0,3.9775,5.0896,5.4034,5.4272,2.8086,56.14,-0.3137,long
15m_current_ma20_distance_pct,-6.966052,gte,887,10,19.95,20.07,20.0,80.0,0.1995,0.9888,0.3321,1.0,3.9775,5.0896,5.4034,5.4272,2.8086,56.14,-0.3137,long
15m_current_ma20_distance_pct,-5.92884,gte,883,14,19.82,20.05,28.57,71.43,0.1982,0.9777,0.3296,0.9932,2.4718,5.0832,5.7185,5.3879,6.0392,56.06,-0.6353,long
15m_current_ma20_distance_pct,-4.891628,gte,877,20,19.61,20.18,35.0,65.0,0.1961,0.9609,0.3258,0.9828,1.8047,5.0213,8.2427,5.3899,5.7534,55.76,-3.2213,long
15m_current_ma20_distance_pct,-3.854416,gte,872,25,19.61,20.18,32.0,68.0,0.1961,0.9553,0.3254,0.9827,2.0646,5.0291,7.328,5.4014,5.2786,55.85,-2.2989,long
15m_current_ma20_distance_pct,-2.817204,gte,859,38,19.56,20.37,28.95,71.05,0.1956,0.9385,0.3237,0.9801,2.3564,5.0167,6.8212,5.4066,5.203,55.53,-1.8045,long
15m_current_ma20_distance_pct,-1.779992,gte,833,64,19.33,20.17,28.12,71.88,0.1933,0.8994,0.3182,0.9685,2.4491,4.9952,6.3682,5.3558,5.9472,55.46,-1.3731,long
15m_current_ma20_distance_pct,-0.74278,gte,778,119,19.54,20.57,22.69,77.31,0.1954,0.8492,0.3177,0.979,3.237,5.0397,5.4425,5.4671,4.9461,55.53,-0.4028,long
15m_current_ma20_distance_pct,0.294432,gte,713,184,20.62,20.06,17.39,82.61,0.2062,0.8212,0.3296,1.0332,4.8829,5.219,4.6054,5.5817,4.6863,56.24,0.6136,long
15m_current_ma20_distance_pct,1.331644,gte,624,273,21.47,19.55,16.48,83.52,0.2147,0.7486,0.3337,1.0761,5.565,5.3634,4.4754,5.733,4.6324,55.93,0.888,long
15m_current_ma20_distance_pct,2.368856,gte,497,400,23.54,20.32,15.5,84.5,0.2354,0.6536,0.3462,1.1797,6.3152,5.7988,4.2163,6.1128,4.5099,57.34,1.5825,long
15m_current_ma20_distance_pct,3.406068,gte,398,499,26.88,20.1,14.43,85.57,0.2688,0.5978,0.3709,1.3472,7.9321,6.3867,4.0614,6.7349,4.3318,60.8,2.3252,long
15m_current_ma20_distance_pct,4.44328,gte,300,597,31.67,17.0,14.07,85.93,0.3167,0.5307,0.3967,1.5869,11.3761,7.1608,4.0541,7.4421,4.3708,66.0,3.1068,long
15m_current_ma20_distance_pct,5.480492,gte,231,666,36.36,16.45,14.26,85.74,0.3636,0.4693,0.4098,1.8222,13.2864,7.9137,4.1148,7.9173,4.5242,69.26,3.7989,long
15m_current_ma20_distance_pct,6.517704,gte,184,713,40.76,15.76,14.59,85.41,0.4076,0.419,0.4132,2.0426,15.1442,8.6929,4.1642,8.2873,4.6524,71.2,4.5287,long
15m_current_ma20_distance_pct,7.554916,gte,156,741,41.67,16.67,15.38,84.62,0.4167,0.3631,0.3881,2.088,13.75,8.6821,4.3376,8.5098,4.7429,70.51,4.3445,long
15m_current_ma20_distance_pct,8.592128,gte,124,773,43.55,18.55,16.17,83.83,0.4355,0.3017,0.3564,2.1823,12.1711,9.0907,4.4519,8.7785,4.8557,71.77,4.6389,long
15m_current_ma20_distance_pct,9.62934,gte,100,797,47.0,18.0,16.56,83.44,0.47,0.2626,0.3369,2.3553,13.1545,9.8221,4.4998,9.3076,4.9075,75.0,5.3224,long
15m_current_ma20_distance_pct,10.666552,gte,81,816,50.62,18.52,16.91,83.09,0.5062,0.2291,0.3154,2.5365,13.429,10.5454,4.5519,10.3612,4.9054,74.07,5.9934,long
15m_current_ma20_distance_pct,11.703764,gte,66,831,57.58,15.15,16.97,83.03,0.5758,0.2123,0.3102,2.8852,18.5957,11.9451,4.5489,11.7715,4.8918,78.79,7.3962,long
15m_current_ma20_distance_pct,12.740976,gte,61,836,59.02,13.11,17.11,82.89,0.5902,0.2011,0.3,2.9574,21.8077,12.0034,4.5889,12.0443,4.9131,81.97,7.4144,long
15m_current_ma20_distance_pct,13.778188,gte,56,841,58.93,14.29,17.36,82.64,0.5893,0.1844,0.2809,2.953,19.6361,11.6865,4.6541,10.862,5.0342,80.36,7.0324,long
15m_current_ma20_distance_pct,14.8154,gte,44,853,59.09,15.91,17.94,82.06,0.5909,0.1453,0.2332,2.9611,16.9935,11.614,4.7568,11.2438,5.0965,77.27,6.8572,long
15m_current_ma20_distance_pct,15.852612,gte,39,858,61.54,15.38,18.07,81.93,0.6154,0.1341,0.2202,3.0838,18.1419,12.3183,4.7647,11.8123,5.1065,79.49,7.5536,long
15m_current_ma20_distance_pct,16.889824,gte,33,864,60.61,18.18,18.4,81.6,0.6061,0.1117,0.1887,3.0371,14.7799,11.2377,4.8584,9.3286,5.2479,75.76,6.3792,long
15m_current_ma20_distance_pct,17.927036,gte,30,867,60.0,16.67,18.57,81.43,0.6,0.1006,0.1722,3.0067,15.7863,11.3101,4.878,8.8266,5.2794,76.67,6.4321,long
15m_current_ma20_distance_pct,18.964248,gte,23,874,60.87,21.74,18.88,81.12,0.6087,0.0782,0.1386,3.0503,12.0315,10.9149,4.9399,7.0003,5.3559,69.57,5.975,long
15m_current_ma20_distance_pct,20.00146,gte,21,876,61.9,19.05,18.95,81.05,0.619,0.0726,0.13,3.1022,13.9006,11.6497,4.936,7.4573,5.3487,71.43,6.7138,long
15m_current_ma20_distance_pct,21.038672,gte,19,878,63.16,21.05,19.02,80.98,0.6316,0.067,0.1212,3.165,12.7725,10.6026,4.9739,6.3139,5.3782,68.42,5.6287,long
15m_current_ma20_distance_pct,22.075884,gte,18,879,61.11,22.22,19.11,80.89,0.6111,0.0615,0.1117,3.0624,11.6384,10.3899,4.9847,5.5986,5.3939,66.67,5.4052,long
15m_current_ma20_distance_pct,23.113096,gte,13,884,53.85,23.08,19.46,80.54,0.5385,0.0391,0.0729,2.6983,9.6589,7.6773,5.0551,5.8296,5.3917,61.54,2.6221,long
15m_current_ma20_distance_pct,24.150308,gte,13,884,53.85,23.08,19.46,80.54,0.5385,0.0391,0.0729,2.6983,9.6589,7.6773,5.0551,5.8296,5.3917,61.54,2.6221,long
15m_current_ma20_distance_pct,25.18752,gte,13,884,53.85,23.08,19.46,80.54,0.5385,0.0391,0.0729,2.6983,9.6589,7.6773,5.0551,5.8296,5.3917,61.54,2.6221,long
15m_current_ma20_distance_pct,26.224732,gte,11,886,54.55,27.27,19.53,80.47,0.5455,0.0335,0.0632,2.7334,8.2428,7.838,5.0591,6.0127,5.3904,63.64,2.7789,long
15m_current_ma20_distance_pct,27.261944,gte,11,886,54.55,27.27,19.53,80.47,0.5455,0.0335,0.0632,2.7334,8.2428,7.838,5.0591,6.0127,5.3904,63.64,2.7789,long
15m_current_ma20_distance_pct,28.299156,gte,10,887,50.0,30.0,19.62,80.38,0.5,0.0279,0.0529,2.5056,6.8295,7.6894,5.0639,5.4372,5.3976,60.0,2.6255,long
15m_current_ma20_distance_pct,29.336368,gte,9,888,55.56,33.33,19.59,80.41,0.5556,0.0279,0.0532,2.784,6.8391,8.384,5.0598,7.0125,5.3817,66.67,3.3242,long
15m_current_ma20_distance_pct,30.37358,gte,4,893,50.0,25.0,19.82,80.18,0.5,0.0112,0.0219,2.5056,8.0904,10.1309,5.0706,5.9175,5.3957,75.0,5.0603,long
15m_current_ma20_distance_pct,31.410792,gte,3,894,33.33,33.33,19.91,80.09,0.3333,0.0056,0.011,1.6704,4.0225,6.9732,5.0868,2.466,5.4079,66.67,1.8863,long
15m_current_ma20_distance_pct,32.448004,gte,3,894,33.33,33.33,19.91,80.09,0.3333,0.0056,0.011,1.6704,4.0225,6.9732,5.0868,2.466,5.4079,66.67,1.8863,long
15m_current_ma20_distance_pct,33.485216,gte,3,894,33.33,33.33,19.91,80.09,0.3333,0.0056,0.011,1.6704,4.0225,6.9732,5.0868,2.466,5.4079,66.67,1.8863,long
15m_current_ma20_distance_pct,34.522428,gte,2,895,50.0,0.0,19.89,80.11,0.5,0.0056,0.011,2.5056,4.0281,16.1293,5.0685,15.5364,5.3754,100.0,11.0608,long
15m_current_ma20_distance_pct,35.55964,gte,2,895,50.0,0.0,19.89,80.11,0.5,0.0056,0.011,2.5056,4.0281,16.1293,5.0685,15.5364,5.3754,100.0,11.0608,long
15m_current_ma20_distance_pct,36.596852,gte,1,896,0.0,0.0,19.98,80.02,0.0,0.0,0.0,0.0,0.0401,7.6384,5.0903,5.0752,5.3984,100.0,2.5481,long
15m_current_ma20_distance_pct,37.634064,gte,1,896,0.0,0.0,19.98,80.02,0.0,0.0,0.0,0.0,0.0401,7.6384,5.0903,5.0752,5.3984,100.0,2.5481,long
15m_current_ma20_distance_pct,38.671276,gte,1,896,0.0,0.0,19.98,80.02,0.0,0.0,0.0,0.0,0.0401,7.6384,5.0903,5.0752,5.3984,100.0,2.5481,long
15m_current_ma20_distance_pct,39.708488,gte,1,896,0.0,0.0,19.98,80.02,0.0,0.0,0.0,0.0,0.0401,7.6384,5.0903,5.0752,5.3984,100.0,2.5481,long
15m_current_ma20_distance_pct,40.7457,gte,1,896,0.0,0.0,19.98,80.02,0.0,0.0,0.0,0.0,0.0401,7.6384,5.0903,5.0752,5.3984,100.0,2.5481,long
15m_current_ma20_distance_pct,-11.1149,lte,1,896,0.0,100.0,19.98,80.02,0.0,0.0,0.0,0.0,0.0,-1.256,5.1002,-1.1594,5.4053,0.0,-6.3562,long
15m_current_ma20_distance_pct,-10.077688,lte,2,895,0.0,50.0,20.0,80.0,0.0,0.0,0.0,0.0,0.0,0.998,5.1023,-3.9522,5.4189,50.0,-4.1043,long
15m_current_ma20_distance_pct,-9.040476,lte,7,890,28.57,14.29,19.89,80.11,0.2857,0.0112,0.0215,1.4318,8.0565,5.0537,5.0934,2.1458,5.4236,57.14,-0.0397,long
15m_current_ma20_distance_pct,-8.003264,lte,10,887,20.0,10.0,19.95,80.05,0.2,0.0112,0.0212,1.0022,8.0226,5.4034,5.0896,2.8086,5.4272,70.0,0.3137,long
15m_current_ma20_distance_pct,-6.966052,lte,10,887,20.0,10.0,19.95,80.05,0.2,0.0112,0.0212,1.0022,8.0226,5.4034,5.0896,2.8086,5.4272,70.0,0.3137,long
15m_current_ma20_distance_pct,-5.92884,lte,14,883,28.57,14.29,19.82,80.18,0.2857,0.0223,0.0415,1.4318,8.0914,5.7185,5.0832,6.0392,5.3879,71.43,0.6353,long
15m_current_ma20_distance_pct,-4.891628,lte,20,877,35.0,10.0,19.61,80.39,0.35,0.0391,0.0704,1.7539,14.3459,8.2427,5.0213,5.7534,5.3899,80.0,3.2213,long
15m_current_ma20_distance_pct,-3.854416,lte,25,872,32.0,12.0,19.61,80.39,0.32,0.0447,0.0784,1.6036,10.9318,7.328,5.0291,5.2786,5.4014,72.0,2.2989,long
15m_current_ma20_distance_pct,-2.817204,lte,38,859,28.95,10.53,19.56,80.44,0.2895,0.0615,0.1014,1.4506,11.311,6.8212,5.0167,5.203,5.4066,73.68,1.8045,long
15m_current_ma20_distance_pct,-1.779992,lte,64,833,28.12,17.19,19.33,80.67,0.2812,0.1006,0.1481,1.4094,6.83,6.3682,4.9952,5.9472,5.3558,67.19,1.3731,long
15m_current_ma20_distance_pct,-0.74278,lte,119,778,22.69,15.97,19.54,80.46,0.2269,0.1508,0.1812,1.137,5.8525,5.4425,5.0397,4.9461,5.4671,61.34,0.4028,long
15m_current_ma20_distance_pct,0.294432,lte,184,713,17.39,19.57,20.62,79.38,0.1739,0.1788,0.1763,0.8715,3.4225,4.6054,5.219,4.6863,5.5817,56.52,-0.6136,long
15m_current_ma20_distance_pct,1.331644,lte,273,624,16.48,20.88,21.47,78.53,0.1648,0.2514,0.1991,0.826,2.8869,4.4754,5.3634,4.6324,5.733,57.14,-0.888,long
15m_current_ma20_distance_pct,2.368856,lte,400,497,15.5,19.5,23.54,76.46,0.155,0.3464,0.2142,0.7767,2.5816,4.2163,5.7988,4.5099,6.1128,55.0,-1.5825,long
15m_current_ma20_distance_pct,3.406068,lte,499,398,14.43,19.84,26.88,73.12,0.1443,0.4022,0.2124,0.7231,1.9779,4.0614,6.3867,4.3318,6.7349,52.71,-2.3252,long
15m_current_ma20_distance_pct,4.44328,lte,597,300,14.07,21.44,31.67,68.33,0.1407,0.4693,0.2165,0.7051,1.4161,4.0541,7.1608,4.3708,7.4421,51.42,-3.1068,long
